game_id,white_id,white_elo,black_id,black_elo,opening,moves,winner 
snSV2D6q,matei_popescu1510,1654,pulemangonyane,1638,A45,d4 Nf6 Bg5 d5 e3 Bf5 f4 e6 Nf3 Nbd7 c3 Be7 Bxf6 Nxf6 Be2 Ne4 O-O O-O Nbd2 c6 Nxe4 Bxe4 Ne5 Qc7 Ng4 b5 Nf2 Bg6 g4 h6 Kh1 a5 Rg1 Bh4 Nd3 Be4+ Bf3 Bh7 g5 hxg5 fxg5 Qe7 Ne5 c5 Qf1 cxd4 exd4 Bxg5 Qg2 Bf6 Ng4 Bg6 Nxf6+ Qxf6 Raf1 Qh4 Rd1 b4 cxb4 axb4 a3 bxa3 bxa3 Rxa3 Ra1 Rxf3 Qxf3 Be4 Qxe4 Qxe4+ Rg2 Qxd4 Rag1 Qe4 h4 g6 Kh2 Qxh4#,black
SnWAPGP5,younesf2,1940,matei_popescu1510,1912,B10,e4 c6 Bc4 d5 Nc3 dxc4 Nf3 Bg4 h3 Bxf3 Qxf3 e6 O-O Nf6 d4 Be7 e5 Nd5 Ne4 O-O Qg3 Re8 c3 Bf8 f4 Nd7 f5 exf5 Rxf5 g6 Rf1 Bg7 h4 h5 Bg5 Qc7 Qf2 Nf8 Nd6 Re7 Bxe7 Qxe7 Nxf7 Ne6 Nd6 Rf8 Qe1 Rxf1+ Kxf1 Qf8+ Kg1 Qf4 Rd1 Ne3 Rd2 Bh6 Rf2 Qg4 a4 Bf4 Qe2 Qg3 Rf3 Qh2+ Kf2 Qxg2+ Ke1 Qg1+ Kd2 Nd5+ Rxf4 Nexf4 Qxc4 Qe3+ Kc2 Qe2+ Qxe2 Nxe2 Kd3 Nef4+ Ke4 b6 b4 a5 bxa5 bxa5 c4 Nc3+ Kxf4 Nxa4 Kg5 Kg7 Ne8+ Kf7 Nd6+ Kg7 Ne8+ Kf7 Nd6+ Kg7,draw
so73uxcv,the_angry_bishop,1878,matei_popescu1510,1931,B12,e4 c6 d4 d5 e5 c5 c3 Nc6 Bb5 a6 Bxc6+ bxc6 Ne2 Bg4 f3 Bf5 O-O e6 Ng3 Bg6 Bg5 Qxg5 f4 Qd8 Nd2 c4 Nf3 Bd3 Rf2 Ne7 Ne1 Bf5 Qh5 Bg6 Qf3 Nf5 Nxf5 Bxf5 g4 Be4 Qh3 Be7 Qh5 g6 Qh6 Bf8 Qh3 Bg7 f5 Kd7 fxe6+ fxe6 Rf7+ Ke8 Rxg7 Qg5 Ng2 Bxg2 Qxg2 Qe3+ Qf2 Qxf2+ Kxf2 Rd8 Ra7 Rf8+ Kg2 Rb8 Rb1 Rf7 Rxa6 Rc8 a4 Kf8 Rb6 Kg7 b3 Rcf8 Rb2 cxb3 R6xb3 Ra8 Ra2 Rfa7 Rb4 Kh6 h4 g5 h5 Kg7 Kf3 Rf8+ Ke3 Rf4 Rg2 Re4+ Kd3 Rf4 Rg3 Raf7 Ke3 Re4+ Kd3 Rff4 a5 Rf8 a6 Ra8 Ra4 Rf4 c4 c5 dxc5 dxc4+ Kc3 h6 c6 Kf7 a7 Ke7 c7 Kd7 c8=Q+ Kxc8 Rxc4+ Rxc4+ Kxc4 Rxa7 Kc5 Kd7 Rd3+ Ke7 Kc6 Ra6+ Kb5 Ra8 Rf3 Rb8+ Kc6 Rb4 Rg3 Re4 Rf3 Rxe5 Ra3 Re4 Ra7+ Kf6 Kd6 Rd4+ Kc5 Rxg4 Ra6 Rf4 Kd6 Rd4+ Kc7 g4 Ra3 Rd5 Rg3 Rg5 Kd6 e5 Kd5 Kf5 Rg1 g3 Rf1+ Kg4 Ke4 Kxh5 Rh1+ Kg4 Rxh6 g2,black
soCAi393,matei_popescu1510,1457,abdullahbassam,1440,A40,d4 g6 e3 Bg7 Bd3 b6 f4 Bb7 Nf3 Nf6 Nbd2 O-O O-O Ng4 Qe1 d6 h3 Nf6 b3 Nbd7 Bb2 e5 fxe5 dxe5 Nxe5 Nd5 Nxd7 Qxd7 c4 Nb4 Qe2 Rfe8 a3 Nxd3 Qxd3 Be4 Nxe4,white
sOgfUQ56,matei_popescu1510,1872,rajeshpinki,1945,A49,d4 Nf6 Nf3 g6 g3 Bg7 Bg2 O-O O-O c5 Bg5 cxd4 Nxd4 Nc6 c3 Nxd4 cxd4 d6 Nc3 a6 Qb3 Qc7 Rac1 Qd7 Bxf6 Bxf6 Nd5 Qb5 Nxf6+ exf6 Qxb5 axb5 Rc7 Rxa2 Rfc1 Be6 d5 Bf5 e4 Bg4 f3 Bh5 g4 Rxb2 gxh5 Ra8 Rc8+ Rxc8 Rxc8+ Kg7 hxg6 hxg6 h4 b4 Rb8 b3 Rxb7 Rb1+ Kh2 b2 Rb6 Kh6 Kg3 g5 hxg5+ Kxg5 f4+ Kg6 e5 fxe5 fxe5 Kf5 exd6,white
SoilQFuQ,larven01,1882,matei_popescu1510,1938,B13,e4 c6 d4 d5 exd5 cxd5 Bd3 Nc6 c3 Nf6 h3 g6 Nf3 Bf5 Bf4 Bg7 Nbd2 Bxd3 Nb3 Be4 Nfd2 O-O f3 Bf5 g4 Bc8 g5 Nd7 h4 e5 dxe5 Ndxe5 Nf1 Re8 Kf2 Nc4 h5 Be5 hxg6 Bxf4 gxf7+ Kxf7 Rxh7+ Kg8 Qd3 Qxg5 Rh1 Be3+ Nxe3 Qxe3+ Qxe3 Rxe3 Rag1+ Kf7 Rh7+ Ke8 Rg8#,white
soIN6z5E,matei_popescu1510,1722,pankajaggarwal,1730,D00,d4 d5 e3 Bf5 c4 e6 Nc3 c6 Qb3 Qc7 Nf3 f6 Bd2 Bd6 Be2 Ne7 O-O Ng6 Rac1 Bg4 h3 Bxf3 Bxf3 Bh2+ Kh1 Nh4 Be2 Bd6 f4 Qf7 c5 Bf8 Be1 Nf5 Bf2 e5 fxe5 fxe5 Bg1 Ng3+ Kh2 Nxf1+ Rxf1 Qg6 Qxb7 Nd7 Qxa8+ Ke7 Qxa7 exd4 exd4 h5 Re1 Kf7 Qxd7+ Kg8 Bf3 h4 Qe6+ Kh7 Qxg6+,white
SoLm6C8V,matei_popescu1510,1827,mrchillibean,1945,B23,e4 c5 Nc3 Nc6 f4 d6 Nf3 Bg4 h3 Bxf3 Qxf3 g6 Bc4 Bg7 O-O e6 a3 Nge7 d3 Nd4 Qd1 Nec6 Bb5 O-O Bxc6 Nxc6 Be3 Bxc3 bxc3 Qa5 Qe1 Qa4 Qd2 b6 f5 exf5 exf5 Rae8 Bh6 Ne5 Bxf8 Rxf8 f6 Qh4 Rf4 Qg5 Raf1 Nd7 Qe1 Qe5 Qh4 Re8 Qh6 Qe3+ Kh1 Nxf6 Rh4 Qxh6 Rxh6 Nd5 c4 Nc7 Rh4 Re2 Rhf4 f5 R1f2 Re1+ Kh2 Ra1 g4 Ne6 R4f3 Nd4 Re3 Rxa3 Re7 Ra2 gxf5 gxf5 Kg3 Rxc2 Rxc2 Nxc2 Rxa7 Nb4 Rd7 Nxd3 Rxd6 Ne5 Rxb6 Nxc4 Rc6 Kf7 Rxc5 Nd6 Rd5 Ke6 Ra5 Kf6 Kf4 h6 h4 Ke6 h5 Kf6 Ra6 Ke6 Ra8 Kf6 Rg8 Nf7 Rg6+ Ke7 Kxf5 Nd6+ Kf4 Nf7 Ra6 Kf8 Kf5 Kg7 Ra7 Kg8 Kg6 Kf8 Rxf7+ Kg8 Rh7 Kf8 Rxh6 Kg8 Rh7 Kf8 Rd7 Ke8 Ra7 Kd8 h6 Kc8 h7 Kb8 Rg7 Kc8 h8=R#,white
sOm7z60L,nnikolov11,1927,matei_popescu1510,1943,B10,e4 c6 Nf3 d5 exd5 cxd5 Nc3 Nc6 Bb5 Bg4 O-O Nf6 Re1 e6 d3 Be7 h3 Bxf3 Qxf3 O-O Bxc6 bxc6 Bg5 Qc7 Ne2 Rfe8 b3 Nd7 Bxe7 Rxe7 Qg3 e5 Nd4 Nf6 Nf5 Nh5 Nxe7+ Qxe7 Qxe5,white
SOObUFo3,omarahmad2008,1671,matei_popescu1510,1649,B10,e4 c6 c4 d5 cxd5 cxd5 exd5 Qxd5 Nc3 Qa5 Bc4 Nc6 Nge2 Bg4 f3 Bf5 O-O e6 d4 Nf6 Qb3 Qc7 Bb5 Bd6 h3 a6 Qa4 O-O Bxc6 Qxc6 Qxc6 bxc6 g4 Bd3 Rd1 Bc4 b3 Bd5 Kf2 Rfd8 Bg5 Be7 Ng3 h6 Bxf6 Bxf6 Nge4 Be7 f4 Bxe4 Nxe4 Rd5 Rd3 Rad8 Rad1 c5 Nc3 Rxd4 Rxd4 Rxd4 Rxd4 cxd4 Na4 f6 Kf3 e5 fxe5 fxe5 Ke4 Bd6 Nb6 Kf7 Nc4 Ke6 a4 Bc7 b4 g6 b5 axb5 axb5 Bb8 b6 h5 gxh5 gxh5 b7 Bc7 Na5 Bb8 Nc6 Bc7 b8=Q Bxb8 Nxb8 Kd6 Na6 Ke6 Nb4 Kf6 Nc6 Kg5 Nxe5 Kh4 Kxd4 Kxh3 Ke3 Kg3 Nf3 h4,black
SoZHz4ZJ,jenil007,1877,matei_popescu1510,1767,B13,e4 c6 Nf3 d5 exd5 cxd5 d4 Nc6 Bd3 Bg4 c3 Nf6 Bf4 Nh5 Bg3 Nxg3 hxg3 e6 Nbd2 g6 Qb3 Bxf3 Nxf3 Qc7 Bb5 Bg7 Qc2 O-O Ng5 Nxd4 Qe2 Nxe2,black
sp5upnze,matei_popescu1510,1897,nbbarodia,1916,D30,d4 d5 c4 e6 Nf3 Nf6 g3 c6 Bg2 Be7 O-O O-O Qc2 Nbd7 Bf4 h6 h3 Nh5 Be3 Nhf6 Nbd2 dxc4 Nxc4 Nd5 Bd2 N7f6 e4 Nb6 Bc3,black
sPO4cjoU,kilian14,1958,matei_popescu1510,1920,D02,d4 d5 Nf3 Nf6 Bf4 c5 c3 Qb6 Qb3 c4 Qxb6 axb6 Nbd2 Bf5 e3 b5 Be2 e6 O-O h6 h3 b4 Ne5 b5 Bf3 bxc3 bxc3 Ra3 Rfc1 b4 cxb4 Bxb4 Nb1 O-O Nxa3 Bxa3 Rd1 Rc8 Rdc1 Bxc1 Rxc1 Nc6 Nxc6 Rxc6 g4 Bd3 a4 Ra6 Ra1 Ne4 Bc7 c3 a5 Nd2 Bg2 c2 Bf1 Nxf1 Rxf1 Bxf1,black
SPub5Zec,matei_popescu1510,1859,pol2,1860,A45,d4 Nf6 Bg5 c5 Bxf6 gxf6 c3 e5 d5 b5 e4 c4 b3 Ba6 Nd2 Qc7 Qf3 Be7 Ne2 b4 bxc4 Bxc4 Nxc4 Qxc4 Ng3 Qxc3+ Qxc3 bxc3 Bd3 Bc5 Nf5 d6 Rc1 Nd7 O-O Rc8 Bb5 Bb4 Bc6 a5 a4 Rc7 Rc2 O-O Bxd7 Rxd7 Rfc1 Ba3 Rb1 Bb2 f3 Rc8 Rbxb2,white
Sq29BI2n,tayfuny29,1826,matei_popescu1510,1851,B12,e4 c6 d4 d5 e5 Bf5 Ne2 e6 Ng3 Bg6 Bd3 Ne7 Bxg6 hxg6 Nc3 Nf5 Bd2 c5 Qc1 cxd4 Nb5 a6 Nd6+ Nxd6 exd6 Bxd6 c4 dxc3 Qxc3 Bxg3 fxg3 O-O O-O-O Nd7 Kb1 Qf6 Qd3 Nc5 Qe3 Ne4 Ba5 Rac8 Rhf1 Qe7 h4 Qc5 Qe1 Qc2+ Ka1 Qxg2 Rg1 Qc2 h5 gxh5 Bb4 Rfd8 Ba3 b5 Rh1 Qf2 Qa5 Rd7 Rxh5 Rdc7 b3 Rc2 Kb1 Rxa2 Rdh1 Qc2#,black
SQm7OutZ,mohamadtaha-ranjbar,1679,matei_popescu1510,1774,B27,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Bg7 c3 Nc6 Be3 Nf6 Qc2 O-O h3 d5 Nxc6 bxc6 Nd2 e5 Bg5 Qb6 Bxf6 Bxf6 exd5 cxd5 Nb3 Bf5 Qd2 Rad8 Be2 a5 O-O a4 Nc1 d4 c4 d3 Bg4 Bxg4 hxg4 e4 Rb1 Rfe8 b3 a3 Re1 Kg7 b4 Qd4 c5 h6 Nb3 Qc3 b5 Qxd2 Nxd2 Bc3 Red1 Rb8 c6 Bb2 Nxe4 Rxe4 c7 Rc8 b6 Rb4 Rxd3 Rxb6 Rxa3 Bxa3 Rxb6 Rxc7 Ra6 Bf8 a4 Rc1+ Kh2 Ra1 a5 Bb4 Rb6 Bxa5 Ra6 Bc3 Rxa1 Bxa1 f3 Be5+ g3 g5 Kg2 Bd4 f4 f6 Kf3 Bc3 Ke4 Be1 fxg5 fxg5 Kf3 Kf6 Kg2 Ke5 Kf3 Kd4 Kg2 Ke3 Kh3 Kf3 Kh2 Kxg4 Kg2 Bxg3,black
Sr72tBJM,matei_popescu1510,1726,prabhudupa,1679,D00,d4 d5 e3 Nf6 Bd3 Nbd7 f4 Ne4 Nd2 Ndf6 Ngf3 Nxd2 Nxd2 Bg4 Nf3 Ne4 O-O f5 Qe1 e6 Ne5 Bd6 Nxg4 fxg4 Bxe4 dxe4 Qg3 h5 Bd2 Qf6 Bc3 Qg6 Rad1 O-O-O h4 Qf5 Qe1 Qg6 g3 Rhf8 Bb4 Kb8 c4 Bxb4 Qxb4 Rf7 c5 Rdd7 c6,white
Srch2oLG,matei_popescu1510,1880,arturo_bandini1,1877,A45,d4 Nf6 Bg5 Ne4 h4 Nxg5 hxg5 e6 Nf3 b6 Nbd2 Bb7 e4 Bb4 c3 Be7 g6 fxg6 Bd3 Bg5 e5 Bxd2+ Kxd2 O-O Rh3 d6 Qh1 h6 Bxg6 Bxf3 gxf3 Qg5+ Ke2 Qxg6 Rg1 Qc2+ Ke3 Qxb2 Rxh6 Qxc3+ Ke2 Qc4+ Ke1 Qc1+ Ke2 Qc2+ Ke1 Kf7 Qh5+ Ke7 Qg5+ Ke8 Qh5+ Kd8 Qg5+ Kc8 Qxg7 Qf5 Rf6 Rxf6 exf6 Kb7 f7 Nd7 Rg5 Qb1+ Ke2 Qxa2+ Kf1 Qb1+ Kg2 e5 Qg8 exd4 Rh5 Nf6 Qxa8+ Kxa8 f8=Q+ Kb7 Qxf6 d3 Qf5 Qc2 Qe4+ Ka6 Rd5 Qc6 Rxd3 Qd7 Ra3+ Kb5 Qa4+ Kc5 Qxd7 Kd5 Qxc7 b5 Qxa7 b4 Rd3+ Ke6 Qe3+,white
sryaqAPO,oleksandrfedorovuch,1922,matei_popescu1510,1899,C02,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Qb6 b3 Nh6 Bxh6 gxh6 Be2 Rg8 O-O Bd7 dxc5 Bxc5 Nbd2 Qc7 c4 Nxe5 cxd5 Nxf3+ Nxf3 O-O-O dxe6 Bxe6 Qc1 Kb8 Bc4 Bh3 g3 Bxf1 Bxf1 Qc6 Bg2 Qb6 Qf4+ Qd6 Qxd6+ Rxd6 Ne5 Bd4 Nxf7 Rf6 Rd1 Bxf2+ Kh1 Rxf7 h4,black
sryFEnXP,kolnirov,1610,matei_popescu1510,1632,B27,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Bg7 Be3 Nc6 Nc3 Nf6 f3 O-O h4 h5 Be2 d5 exd5 Nxd5 Qd2 Nxe3 Qxe3 Qxd4 Qxd4 Nxd4 Bd3 Bf5 Bxf5 Nxf5 O-O-O Rad8 Rde1 e6 Ne4 b6 c3 Rd7 Kc2 Rfd8 g4 hxg4 fxg4 Nd6 Ng5 Nc4 h5 b5 hxg6 Rd2+ Kb3 Rxb2#,black
Ss9BwBBi,drlab,1851,matei_popescu1510,1945,B13,e4 c6 d4 d5 exd5 cxd5 Nc3 Nc6 Be3 Nf6 Nf3 Bg4 Be2 e6 h3 Bh5 Ne5 Bxe2 Nxe2 Bd6 Nf3 O-O O-O b5 Qd3 a6 Bf4 Na5 b3 Rc8 Bxd6 Qxd6 c3 Ne4 Ne5 Rc7 f3 Ng3 Nxg3 f6 f4 fxe5 fxe5 Qe7 Rxf8+ Kxf8 Rf1+ Kg8 Qf3 Qd8 Nh5 Qc8 Qg4 Qe8,white
ssBAvrSt,matei_popescu1510,1635,thomas_tallis,1585,D02,d4 d5 Nf3 e6 g3 Nf6 Bg2 c5 c3 cxd4 cxd4 Bb4+ Bd2 Nc6 Bxb4 Nxb4 Qa4+ Nc6 Ne5 Bd7 Nxd7 Qxd7 O-O O-O Nc3 a6 a3 b5 Qd1 Rac8 Rc1 Na5 b3 Nc6 e3 Ne4 Nxe4 dxe4 Bxe4 f5 Bg2 Rcd8 Bxc6 Qd6 Bg2 e5 dxe5 Qxe5 Qc2 Rc8 Qxc8 Rxc8 Rxc8+ Kf7 Rfc1 Qb2 Bd5+ Kf6 a4 bxa4 bxa4 Qb4 R8c6+ Kg5 Rxa6 Qd2 Rac6 Qxd5 R6c5 Qf3 a5 Qe2 Kg2 h5 Re5 Qxe3 Rxe3,white
sSSTQmVl,matei_popescu1510,1913,izugzwangu,1890,A45,d4 Nf6 Bg5 d5 Nd2 g6 e3 Bg7 Bd3 c5 c3 Nc6 f4 cxd4 exd4 O-O Ngf3 Ng4 Qe2 Qc7 Ne5 Ngxe5 fxe5 f6 exf6 exf6 Bh4 Bf5 O-O Bxd3 Qxd3 Rae8 Rae1 Qd7 Bg3 Nd8 Qf3 Nf7 Nb3 b6 Nc1 Ng5 Qf4 Ne4 Nd3 Re6 Nf2 f5 Nxe4 fxe4 Qe3 Ref6 Rxf6 Rxf6 Rf1 Qf7 Rxf6 Qxf6 Qf2 Qxf2+ Kxf2 Kf7 Ke3 Ke6 Bb8 a6 Bc7 b5 g4 Bh6+ Bf4 Bf8 h3 Be7 Bc7 Bh4 Ke2 Kd7 Be5 Kc6 Kd1 Be7 Bf4 b4 Kc2 Kb5 Kb3 bxc3 bxc3 a5 a4+ Kc6 c4 dxc4+ Kxc4 h5 d5+ Kb6 Kd4 hxg4 hxg4 Bf6+ Kxe4 Kc5 d6 Kc6 Kd3 Bg7 Kc4 Bf8 g5 Bg7 Bg3 Bf8 Be5 Kb6 Kd5 Kb7 Kc5,white
st85uZFn,matei_popescu1510,1856,mahadm8210,1902,A45,d4 Nf6 Bg5 Ne4 Bf4 d5 f3 Nf6 Nd2 c5 c3 Nc6 e3 Nh5 Bg5 h6 Bh4 g5 Bf2 Bg7 Bd3 Qb6 f4 gxf4 Qxh5 fxe3 Bxe3 cxd4 cxd4 Nxd4 Bxd4 Qxd4 Qe2 Bg4 Ngf3 Qxb2 Rb1 Qxa2 Rxb7 O-O O-O e6 h3 Bxf3 Nxf3 Qxe2 Bxe2 a5 Rd1 a4 Rd2 a3 Ra2 Bb2 Ne1 Rfb8 Rxb8+ Rxb8 Nd3 Rb3 Kf2 Kg7 Ke3 e5 Kd2 e4 Nxb2 axb2 Kc2 b1=Q+,black
sTB5Gzgq,matei_popescu1510,1864,bodyorbrain87,1855,A40,d4 c6 e3 d5 Bd3 e6 Nd2 Bd6 f4 Qh4+ g3 Qe7 Ngf3 Nd7 O-O f5 Ne5 Ngf6 c4 O-O c5 Bc7 b4 Bxe5 fxe5 Ng4 Nb3 b6 Qe2 b5 a4 bxa4 Na5 Nb8 Bd2 Nh6 Qd1 Ba6 Bxa6 Nxa6 Nxc6 Qc7 b5 Nb8 Ba5 Qd7 Nb4 Qxb5 Qxa4 Qxa4 Rxa4 Ng4 Nc2 Nc6 Bc7 Rfc8 Bd6 a5 Rfa1 Ra6 h3 Nh6 Na3 Nf7 Nb5 h6 Nc7 Rxc7 Bxc7 Ng5 Kg2 Ne4 Bxa5 g5 Be1 Rxa4 Rxa4 Kf7 Ra6 Nd8 c6 Ke8 c7,white
Stcd6LiA,schusterleo4345,1513,matei_popescu1510,1639,B10,e4 c6 f4 d5 e5 Bf5 d4 c5 Nf3 Nc6 c3 e6 Bd3 Bxd3 Qxd3 Nge7 O-O Nf5 Nbd2 Be7 Qe2 cxd4 cxd4 Nfxd4 Nxd4 Nxd4 Qg4 Nf5 Nb3 O-O Bd2 Rc8 Rac1 Qd7 h3 a6 Qf3 Rxc1 Rxc1 Rc8 g4 Rxc1+ Nxc1 Nh4 Qg3 Qb5 Kh2 Qxb2 Qf2 Qxd2 Qxd2 Nf3+ Kg2 Nxd2 Kf2 Nc4 Ke2 Kf8 Nd3 Ke8 f5 Kd7 Nf2 Kc6 Kd3 Kc5 h4 Bxh4 Nd1 b5 Nc3 Be1 fxe6 Bxc3 exf7 Nxe5+ Kxc3 Nxf7 a4 Ne5 axb5 axb5 g5 Nf3,black
sTlwvocz,hjuy6hjuy,1892,matei_popescu1510,1858,B18,d4 c6 e4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6 Nf3 Nf6 Bd3 e6 c3 Be7 O-O Qb6 Ne5 Nbd7 Nxg6 hxg6 b3 c5 dxc5 Nxc5 Bc2 Rd8 Qe2 O-O h3 Bd6 c4 Nxb3 Be3 Nc5 Ne4 Nfxe4 Bxe4 Qc7 Bc2 Bf4 Rab1 Bxe3 Qxe3 b6 g3 Rd7 a4 a5 Rb2 Rfd8 Rfb1 Rd6 Bd1 Rxd1+ Rxd1 Rxd1+ Kg2 Qc6+ f3 Qd6 Qe2 Nxa4,black
stVp73Fi,matei_popescu1510,1879,mati1992,1858,D00,d4 d5 e3 Nf6 Bd3 c6 Nd2 e6 f4 Bd6 Ngf3 O-O O-O Nbd7 Ne5 b5 c3 a5 Rf3 Bxe5 fxe5 Ne8 Rh3 g6 e4 dxe4 Nxe4 Qb6 Bh6 Ng7 Qf3 c5 Nf6+ Kh8 Nxd7 Bxd7 Qf6 Rg8 Qxf7 Be8 Bxg7+ Rxg7 Qf6 cxd4 Kh1 dxc3 bxc3 Qd8 Qxe6 Bd7 Rxh7+ Rxh7 Qxg6 Qg8 Qf6+ Rg7 Qh6+ Rh7 Qf6+ Qg7 Bxh7 Qxf6 exf6 Kxh7 Re1 Re8 Rf1 Rf8 g4 Kg6 Rd1 Bxg4 Kg2,white
stXqrA7T,matei_popescu1510,1678,damandra,1615,A40,d4 c6 e3 d5 Bd3 Nf6 Nd2 Bg4 f3 Bh5 Ne2 Nbd7 Nf4 Bg6 Nxg6 hxg6 c3 e5 e4 exd4 cxd4 dxe4 fxe4 Bb4 a3 Bxd2+ Bxd2 Qc7 e5 Nd5 O-O O-O-O b4 f6 Qe2 fxe5 dxe5 Nxe5 Bf4 Rde8 Bxg6 Nxg6 Qg4+ Qd7 Qxg6 Nxf4 Rxf4 Rh6 Qg3 Qe7 Raf1 Qe3+ Qxe3 Rxe3 a4 Rg6 a5 Re2 R1f2 Rxf2 Kxf2 Kc7 Rf7+ Kc8 Kf3 Rf6+ Rxf6 gxf6 Kf4 Kc7 Kf5 b6 h4 c5 bxc5 bxc5 h5 c4 Ke4 Kc6 h6 Kc5 h7 Kb4 h8=Q c3,white
sufR4M9E,matei_popescu1510,1965,yeguapuraraza,1970,A45,d4 Nf6 Bg5 g6 Nc3 Bg7 e4 d6 f3 c6 Qd2 b5 O-O-O Qa5 Kb1 b4 Nce2 Be6 Nc1 Nbd7 Bh6 O-O Bxg7 Kxg7 g4 Nb6 h4 Nc4 Bxc4 Bxc4 h5 Rh8 h6+ Kf8 Nh3 Rb8 Nf2 Rb6 Nfd3 Ra6 Nxb4 Rb6 Nbd3 Bxa2+ Nxa2 Qb5 Qb4 Qa6 Qc3 Qb7 Nac1 e6 d5 c5 g5 Nh5 Qxh8+ Ke7 Rxh5,white
SUI0Mo0K,matei_popescu1510,1664,vikastein,1648,D00,d4 d5 e3 e6 Bd3 Nf6 Nd2 Be7 f4 O-O Ngf3 h6 O-O c5 c3 c4 Bc2 b5 Ne5 b4 Rf3 a5 Rh3 a4 Qf3 a3 e4 axb2 Bxb2 bxc3 Bxc3 Bb7 exd5 Bxd5 Ne4 Nxe4 Bxe4 Ra3 Bxd5 Qxd5 Qg4 Kh8 Rf1 Nd7 Rff3 Nf6 Rxh6+ gxh6 Qh4 Ng8 Qg4 Nf6 Qh4 Ng8 Qg4 Nf6,draw
SUlcGNdv,matei_popescu1510,1907,ukraineshallprevail,1907,D00,d4 d5 e3 a6 Bd3 g6 f4 Bg7 Nf3 Nf6 Nbd2 O-O O-O c6 Ne5 Nbd7 Ndf3 Nxe5 Nxe5 Nd7 Qe2 f6 Nxd7 Bxd7 e4 e6 e5 f5 Rf3 Qe7 Bd2 a5 a4 c5 c3 c4 Bc2 b5 Rh3 b4 cxb4 axb4 b3 c3 Be1 Bc8 Bd3 Bd7 Bh4 Qf7 Bg5 Bc6 Bh6 Qa7 Bxg7 Kxg7 Qe1 Qxd4+ Kh1 Qxf4,black
SUPsYMce,matei_popescu1510,1640,warhound,1705,D00,d4 d5 e3 Bf5 c4 e6 Nc3 Nf6 Nf3 c5 dxc5 Bxc5 a3 a6 b4 Ba7 Bb2 O-O cxd5 exd5 Bd3 Bxd3 Qxd3 Nc6 Ne2 Qe7 O-O h6 Rac1 Rfd8 Rfd1 Rac8 Ned4 Nxd4 Nxd4 Bxd4 Bxd4 Rxc1 Rxc1 Rd7 Bxf6 Qxf6 Rd1 Qc6 h3 b5 Qd4 Rd6 Qc5 Qxc5 bxc5 Rd7 Kf1 Kf8 Ke2 Ke7 Kd3 Ke6 Kd4 g5 g4 f5 f4 fxg4 hxg4 gxf4 exf4 Rf7 Re1+ Kd7 f5 Rg7 Kxd5 Rxg4 c6+ Kc7 Re7+ Kb6 c7 Rg1 c8=Q Rd1+ Ke6 Re1+,white
sUwBL4oq,matei_popescu1510,1656,thriftparadox,1672,D02,d4 d5 Nf3 Nc6 g3 Nf6 Bg2 Bg4 O-O h6 c4 e6 Nc3 Qd7 Qb3 Na5 Qb5 Qxb5 Nxb5 O-O-O cxd5 exd5 Nxa7+ Kb8 Nb5 c6 Nc3 Nc4 b3 Nd6 Bf4 Kc8 Ne5 Bh5 h3 Be7 g4 Bg6 Nxg6 fxg6 Rfe1 Nfe4 Nxe4 Nxe4 Bxe4 dxe4 e3 h5 g5 Bd6 Bxd6 Rxd6 h4 Rf8 Kg2 Rf3 Rh1 Rd7 Rh3 Rf8 Rf1 Rdf7 f3 exf3+ Rhxf3 Rxf3 Rxf3 Rf5 Rxf5 gxf5 Kf3 g6 Kf4 Kd7 Ke5 Ke7 b4 b6 a4 b5 a5,white
Suwiz0ef,matei_popescu1510,1644,capt_goerk,1701,D02,d4 d5 Nf3 Bg4 g3 Bxf3 exf3 e6 Bg2 c5 O-O cxd4 Qxd4 Nc6 Qd3 Be7 f4 Bf6 c3 Nge7 Nd2 O-O Nb3 b6 Be3 Qc7 Rfd1 Rad8 Bd4 Bxd4 Nxd4 Nxd4 Qxd4 Nc6 Qe3 Qe7 Rd2 Na5 b3 b5 Rad1 a6 Qb6 Nb7 c4 bxc4 bxc4 dxc4 Qxb7 Rxd2 Rxd2 Qa3 Qd7 c3 Rc2 Rb8 Qd3 Rb2 Qd8+ Qf8 Qxf8+ Kxf8 Rxb2 cxb2 Be4 Ke7 Kf1 Kd6 Ke2 Kc5 Bb1 Kb4 Kd2 Ka3 Kc2 a5 h4 f6 f3 e5 fxe5 fxe5 g4 h6 h5 Kb4 Kxb2 a4 Kc2 Ka3 Kc3,white
SVgXRvCW,safwqers,1722,matei_popescu1510,1713,B35,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Bg7 Nc3 Nc6 Be3 Nf6 Bc4 Qa5 O-O O-O Qd2 e6 Rad1 Rd8 Bh6 Bh8 e5 Nxe5 Bb3 d5 Qf4 Nc6 Bg5 Nh5 Qf3 Nxd4 Rxd4 Bxd4 Bxd8 Qxd8 Rd1 Bg7 Ne2 Qe7 Nd4 Bd7 Re1 Qc5 Ne2 Bc6 Qg4 Nf6 Qg5 Ne4 Qc1 Nxf2 c3 Nh3+ Kh1 Qg1+ Rxg1 Nf2#,black
